query,response
Give me a recipe that's low in carbs and high in protein.Give me a mediterranean recipe with the lowest carbs.,"I'd recommend 'Keto Casserole recipes', a keto recipe with 207.98g of protein, perfect for meeting your protein needs."
I'm looking for a american recipe that has more than 18.67g of protein.,"'Bake Me Crazy Chicken with Gravy' is a american dish that packs 145.68g of protein, making it a protein-rich option."
What's a low-carb recipe from south american cuisine?,"'The BEST Creamy Keto Skillet Eggs Recipe' is a great low-carb option from american cuisine, with only 7.98g of carbs and 70.86g of protein. Consistency is key, and this will help!"
What recipe in the paleo diet has the least amount of fat?,"'Martini Recipe' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
Can you suggest a paleo recipe with less than 300.44g of carbs?,"You could try 'Don't Be Sour', a dash recipe with only 21.57g of carbs."
What recipe from mediterranean cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Paleo Orange Beef' is a paleo recipe with 219.95g of protein, 316.31g of carbs, and 165.19g of fat. Keep it up—you’re doing great!"
What's a low-carb recipe from south american cuisine?,"'Watermelon and Basil Martini' is a great low-carb option from world cuisine, with only 12.35g of carbs and 1.07g of protein. Consistency is key, and this will help!"
Show me a low-carb recipe from the paleo diet.,"'Baked Feta Cheese with Canned Sardines and Olives' is a great low-carb option from mediterranean cuisine, with only 6.71g of carbs and 30.47g of protein. Consistency is key, and this will help!"
Give me a recipe that's low in carbs and high in protein.Give me a south east asian recipe with the lowest carbs.,"I'd recommend 'Paleo Chili Over Zero Carb Paleo Miracle Rice™', a paleo recipe with 184.44g of protein, perfect for meeting your protein needs."
I need a recipe that's rich in fat but low in carbs for the paleo diet.,"If you're looking for fat-rich but low-carb recipes, 'Paleo Buffalo Chicken Strips with Goat Cheese Dipping Sauce recipes' is ideal, with 192.3g of fat and 142.11g of carbs. It’s packed with the nutrients you need!"
Which recipe in the paleo diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
Which recipe in the paleo diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
Show me a low-carb recipe from the paleo diet.,"'Mediterranean Stuffed Swordfish' is a great low-carb option from mediterranean cuisine, with only 5.76g of carbs and 57.45g of protein. Consistency is key, and this will help!"
What recipe from italian cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Creamy Whole30 Potato Salad recipes' is a paleo recipe with 68.76g of protein, 203.71g of carbs, and 207.16g of fat. Keep it up—you’re doing great!"
What recipe from american cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Paleo Beef Chili' is a paleo recipe with 115.08g of protein, 137.47g of carbs, and 81.33g of fat. Keep it up—you’re doing great!"
What recipe in the paleo diet has the least amount of fat?,"'The Claridge Cocktail' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
What recipe in the paleo diet has the least amount of fat?,"'Time for a Drink: Fallen Leaves Recipe' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
Can you recommend a paleo recipe that's high in protein?,"I'd recommend 'No Eggs! Keto Mini Pizzas recipes', a keto recipe with 32.18g of protein, perfect for meeting your protein needs."
I'm looking for a american recipe that has more than 13.78g of protein.,"'Mediterranean Turkey Meat Loaf' is a american dish that packs 120.07g of protein, making it a protein-rich option."
What recipe in the paleo diet has the least amount of fat?,"'Three Dots And A Dash' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
I'm looking for a american recipe that has more than 119.33g of protein.,"'Chicken Parmesan Casserole - Low Carb &' is a italian dish that packs 193.22g of protein, making it a protein-rich option."
Show me a low-carb recipe from the paleo diet.,"'Caesar Dressing recipes' is a great low-carb option from american cuisine, with only 6.85g of carbs and 12.08g of protein. Consistency is key, and this will help!"
I need a recipe that's rich in fat but low in carbs for the paleo diet.,"If you're looking for fat-rich but low-carb recipes, 'Paleo Shrimp Scampi' is ideal, with 12.71g of fat and 21.55g of carbs. It’s packed with the nutrients you need!"
I'm looking for a south east asian recipe that has more than 151.09g of protein.,"'Easy Keto Lasagna Stuffed Portobellos - Lo' is a italian dish that packs 162.32g of protein, making it a protein-rich option."
Which recipe in the paleo diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
What recipe in the paleo diet has the least amount of fat?,"'Aunt Rocky’s Colored Sprinkles (Sugar Free)' has the least amount of fat among the keto recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
Can you recommend a paleo recipe that's high in protein?,"I'd recommend 'Salmon Mousse', a dash recipe with 1239.47g of protein, perfect for meeting your protein needs."
What recipe from nordic cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Paleo Swedish Meatballs' is a paleo recipe with 123.49g of protein, 48.93g of carbs, and 150.26g of fat. Keep it up—you’re doing great!"
I'm looking for a mediterranean recipe that has more than 195.64g of protein.,"'Gluten Free Chicken Marsala recipes' is a italian dish that packs 265.87g of protein, making it a protein-rich option."
Can you recommend a paleo recipe that's high in protein?,"I'd recommend 'Asian-Style Lettuce Wraps', a vegan recipe with 50.77g of protein, perfect for meeting your protein needs."
I'm looking for a american recipe that has more than 175.03g of protein.,"'Salmon & Puy lentil salad with olive dressing' is a nordic dish that packs 193.4g of protein, making it a protein-rich option."
Can you recommend a paleo recipe that's high in protein?,"I'd recommend 'Stuffed Mediterranean Baked Potato', a vegan recipe with 45.76g of protein, perfect for meeting your protein needs."
Can you suggest a paleo recipe with less than 124.8g of carbs?,"You could try 'Marinated Olives', a mediterranean recipe with only 66.12g of carbs."
Give me a recipe that's low in carbs and high in protein.Give me a american recipe with the lowest carbs.,"I'd recommend 'Healthy and Delicious: Confetti Quinoa Salad Recipe', a vegan recipe with 105.2g of protein, perfect for meeting your protein needs."
What recipe in the paleo diet has the least amount of fat?,"'Edible Pantries Recipe' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
What recipe from american cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Grass-Fed Bison Stuffed Peppers' is a paleo recipe with 170.1g of protein, 79.27g of carbs, and 107.66g of fat. Keep it up—you’re doing great!"
I'm looking for a nordic recipe that has more than 118.62g of protein.,"'Mediterranean Grilled Tuna Steaks And Sicilian-Style Potato Salad' is a mediterranean dish that packs 192.74g of protein, making it a protein-rich option."
I need a recipe that's rich in fat but low in carbs for the paleo diet.,"If you're looking for fat-rich but low-carb recipes, 'Yellow Split-Pea Soup' is ideal, with 12.41g of fat and 313.22g of carbs. It’s packed with the nutrients you need!"
Which recipe in the paleo diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
Which recipe in the paleo diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
Give me a recipe that's low in carbs and high in protein.Give me a french recipe with the lowest carbs.,"I'd recommend 'Try This Vegan Recipe For Stuffed Mushroom Burgers recipes', a vegan recipe with 99.49g of protein, perfect for meeting your protein needs."
Which recipe in the paleo diet contains the most protein?,"Let’s fuel your body with this awesome choice: 'Swiss Paleo’s Homemade Italian & Chorizo Sausage' from the paleo diet has the highest protein content, offering 1273.61g of protein."
What recipe in the paleo diet has the least amount of fat?,"'Aunt Rocky’s Colored Sprinkles (Sugar Free)' has the least amount of fat among the keto recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
I'm looking for a central europe recipe that has more than 38.53g of protein.,"'Mediterranean Grilled Chicken and Roasted Red Pepper Pizza with Feta and Balsamic Glaze recipes' is a mediterranean dish that packs 133.53g of protein, making it a protein-rich option."
Can you suggest a paleo recipe with less than 47.92g of carbs?,"You could try 'Korean Ground Beef | Keto, Paleo', a keto recipe with only 11.64g of carbs."
Can you suggest a paleo recipe with less than 12.09g of carbs?,"You could try 'Air Fried Asparagus with Garlic and Parmesan | Keto Friendly', a keto recipe with only 1.26g of carbs."
Can you suggest a paleo recipe with less than 121.36g of carbs?,"You could try 'Mediterranean Broccoflower Salad', a mediterranean recipe with only 88.33g of carbs."
Can you recommend a paleo recipe that's high in protein?,"I'd recommend 'Easy Kalamata Hummus Recipe', a dash recipe with 46.6g of protein, perfect for meeting your protein needs."
What recipe in the paleo diet has the least amount of fat?,"'Screwdriver Recipe' has the least amount of fat among the dash recipes, containing only 0.0g of fat. You're going to enjoy this one, trust me!"
What recipe from mediterranean cuisine has the lowest carbs?,"I’ve got a fantastic suggestion for you: 'Najib's Special Lebanese Cauliflower recipes' is a paleo recipe with 17.38g of protein, 56.94g of carbs, and 27.53g of fat. Keep it up—you’re doing great!"
I need a recipe that's rich in fat but low in carbs for the paleo diet.,"If you're looking for fat-rich but low-carb recipes, 'Keto Stuffed Artichokes' is ideal, with 114.23g of fat and 40.75g of carbs. It’s packed with the nutrients you need!"
